Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2017-18,Liverpool,Tottenham,2,2,D
2017-18,Watford,Chelsea,4,1,H
2017-18,Everton,Crystal Palace,3,1,H
2017-18,Manchester City,Leicester,5,1,H
2017-18,Stoke,Brighton,1,1,D
2017-18,Swansea,Burnley,1,0,H
2017-18,Tottenham,Arsenal,1,0,H
2017-18,West Ham,Watford,2,0,H
2017-18,Huddersfield,Bournemouth,4,1,H
2017-18,Newcastle United,Manchester United,1,0,H
2017-18,Southampton,Liverpool,0,2,A
2017-18,Chelsea,West Bromwich Albion,3,0,H
2017-18,Bournemouth,Newcastle United,2,2,D
2017-18,Brighton,Swansea,4,1,H
2017-18,Burnley,Southampton,1,1,D
2017-18,Leicester,Stoke,1,1,D
2017-18,Liverpool,West Ham,4,1,H
2017-18,Watford,Everton,1,0,H
2017-18,West Bromwich Albion,Huddersfield,1,2,A
2017-18,Crystal Palace,Tottenham,0,1,A
2017-18,Manchester United,Chelsea,2,1,H
2017-18,Arsenal,Manchester City,0,3,A
2017-18,Burnley,Everton,2,1,H
2017-18,Leicester,Bournemouth,1,1,D
2017-18,Liverpool,Newcastle United,2,0,H
2017-18,Southampton,Stoke,0,0,D
2017-18,Swansea,West Ham,4,1,H
2017-18,Tottenham,Huddersfield,2,0,H
2017-18,Watford,West Bromwich Albion,1,0,H
2017-18,Brighton,Arsenal,2,1,H
2017-18,Manchester City,Chelsea,1,0,H
2017-18,Crystal Palace,Manchester United,2,3,A
2017-18,Chelsea,Crystal Palace,2,1,H
2017-18,Everton,Brighton,2,0,H
2017-18,Huddersfield,Swansea,0,0,D
2017-18,Manchester United,Liverpool,2,1,H
2017-18,Newcastle United,Southampton,3,0,H
2017-18,West Bromwich Albion,Leicester,1,4,A
2017-18,West Ham,Burnley,0,3,A
2017-18,Arsenal,Watford,3,0,H
2017-18,Bournemouth,Tottenham,1,4,A
2017-18,Stoke,Manchester City,0,2,A
2017-18,Bournemouth,West Bromwich Albion,2,1,H
2017-18,Huddersfield,Crystal Palace,0,2,A
2017-18,Liverpool,Watford,5,0,H
2017-18,Stoke,Everton,1,2,A
2017-18,Brighton,Leicester,0,2,A
2017-18,Crystal Palace,Liverpool,1,2,A
2017-18,Everton,Manchester City,1,3,A
2017-18,Manchester United,Swansea,2,0,H
2017-18,Newcastle United,Huddersfield,1,0,H
2017-18,Watford,Bournemouth,2,2,D
2017-18,West Bromwich Albion,Burnley,1,2,A
2017-18,West Ham,Southampton,3,0,H
2017-18,Arsenal,Stoke,3,0,H
2017-18,Chelsea,Tottenham,1,3,A
2017-18,Bournemouth,Crystal Palace,2,2,D
2017-18,Brighton,Huddersfield,1,1,D
2017-18,Everton,Liverpool,0,0,D
2017-18,Leicester,Newcastle United,1,2,A
2017-18,Manchester City,Manchester United,2,3,A
2017-18,Stoke,Tottenham,1,2,A
2017-18,Watford,Burnley,1,2,A
2017-18,West Bromwich Albion,Swansea,1,1,D
2017-18,Arsenal,Southampton,3,2,H
2017-18,Chelsea,West Ham,1,1,D
2017-18,Burnley,Leicester,2,1,H
2017-18,Crystal Palace,Brighton,3,2,H
2017-18,Huddersfield,Watford,1,0,H
2017-18,Liverpool,Bournemouth,3,0,H
2017-18,Southampton,Chelsea,2,3,A
2017-18,Swansea,Everton,1,1,D
2017-18,Tottenham,Manchester City,1,3,A
2017-18,Manchester United,West Bromwich Albion,0,1,A
2017-18,Newcastle United,Arsenal,2,1,H
2017-18,West Ham,Stoke,1,1,D
2017-18,Brighton,Tottenham,1,1,D
2017-18,Bournemouth,Manchester United,0,2,A
2017-18,Burnley,Chelsea,1,2,A
2017-18,Leicester,Southampton,0,0,D
2017-18,Watford,Crystal Palace,0,0,D
2017-18,West Bromwich Albion,Liverpool,2,2,D
2017-18,Arsenal,West Ham,4,1,H
2017-18,Manchester City,Swansea,5,0,H
2017-18,Stoke,Burnley,1,1,D
2017-18,Everton,Newcastle United,1,0,H
2017-18,Burnley,Brighton,0,0,D
2017-18,Crystal Palace,Leicester,5,0,H
2017-18,Huddersfield,Everton,0,2,A
2017-18,Liverpool,Stoke,0,0,D
2017-18,Newcastle United,West Bromwich Albion,0,1,A
2017-18,Southampton,Bournemouth,2,1,H
2017-18,Swansea,Chelsea,0,1,A
2017-18,Manchester United,Arsenal,2,1,H
2017-18,West Ham,Manchester City,1,4,A
2017-18,Tottenham,Watford,2,0,H
2017-18,Brighton,Manchester United,1,0,H
2017-18,Bournemouth,Swansea,1,0,H
2017-18,Everton,Southampton,1,1,D
2017-18,Leicester,West Ham,0,2,A
2017-18,Stoke,Crystal Palace,1,2,A
2017-18,Watford,Newcastle United,2,1,H
2017-18,West Bromwich Albion,Tottenham,1,0,H
2017-18,Arsenal,Burnley,5,0,H
2017-18,Chelsea,Liverpool,1,0,H
2017-18,Manchester City,Huddersfield,0,0,D
2017-18,Swansea,Southampton,0,1,A
2017-18,Chelsea,Huddersfield,1,1,D
2017-18,Leicester,Arsenal,3,1,H
2017-18,Manchester City,Brighton,3,1,H
2017-18,Tottenham,Newcastle United,1,0,H
2017-18,West Ham,Manchester United,0,0,D
2017-18,Burnley,Bournemouth,1,2,A
2017-18,Crystal Palace,West Bromwich Albion,2,0,H
2017-18,Huddersfield,Arsenal,0,1,A
2017-18,Liverpool,Brighton,4,0,H
2017-18,Manchester United,Watford,1,0,H
2017-18,Newcastle United,Chelsea,3,0,H
2017-18,Southampton,Manchester City,0,1,A
2017-18,Swansea,Stoke,1,2,A
2017-18,Tottenham,Leicester,5,4,H
2017-18,West Ham,Everton,3,1,H
2018-19,Manchester United,Leicester,2,1,H
2018-19,Bournemouth,Cardiff,2,0,H
2018-19,Fulham,Crystal Palace,0,2,A
2018-19,Huddersfield,Chelsea,0,3,A
2018-19,Newcastle United,Tottenham,1,2,A
2018-19,Watford,Brighton,2,0,H
2018-19,Wolverhampton Wanderers,Everton,2,2,D
2018-19,Arsenal,Manchester City,0,2,A
2018-19,Liverpool,West Ham,4,0,H
2018-19,Southampton,Burnley,0,0,D
2018-19,Cardiff,Newcastle United,0,0,D
2018-19,Chelsea,Arsenal,3,2,H
2018-19,Everton,Southampton,2,1,H
2018-19,Leicester,Wolverhampton Wanderers,2,0,H
2018-19,Tottenham,Fulham,3,1,H
2018-19,West Ham,Bournemouth,1,2,A
2018-19,Brighton,Manchester United,3,2,H
2018-19,Burnley,Watford,1,3,A
2018-19,Manchester City,Huddersfield,6,1,H
2018-19,Crystal Palace,Liverpool,0,2,A
2018-19,Arsenal,West Ham,3,1,H
2018-19,Bournemouth,Everton,2,2,D
2018-19,Huddersfield,Cardiff,0,0,D
2018-19,Liverpool,Brighton,1,0,H
2018-19,Southampton,Leicester,1,2,A
2018-19,Wolverhampton Wanderers,Manchester City,1,1,D
2018-19,Fulham,Burnley,4,2,H
2018-19,Newcastle United,Chelsea,1,2,A
2018-19,Watford,Crystal Palace,2,1,H
2018-19,Manchester United,Tottenham,0,3,A
2018-19,Brighton,Fulham,2,2,D
2018-19,Chelsea,Bournemouth,2,0,H
2018-19,Crystal Palace,Southampton,0,2,A
2018-19,Everton,Huddersfield,1,1,D
2018-19,Leicester,Liverpool,1,2,A
2018-19,Manchester City,Newcastle United,2,1,H
2018-19,West Ham,Wolverhampton Wanderers,0,1,A
2018-19,Burnley,Manchester United,0,2,A
2018-19,Cardiff,Arsenal,2,3,A
2018-19,Watford,Tottenham,2,1,H
2018-19,Bournemouth,Leicester,4,2,H
2018-19,Chelsea,Cardiff,4,1,H
2018-19,Huddersfield,Crystal Palace,0,1,A
2018-19,Manchester City,Fulham,3,0,H
2018-19,Newcastle United,Arsenal,1,2,A
2018-19,Tottenham,Liverpool,1,2,A
2018-19,Watford,Manchester United,1,2,A
2018-19,Everton,West Ham,1,3,A
2018-19,Wolverhampton Wanderers,Burnley,1,0,H
2018-19,Southampton,Brighton,2,2,D
2018-19,Brighton,Tottenham,1,2,A
2018-19,Burnley,Bournemouth,4,0,H
2018-19,Cardiff,Manchester City,0,5,A
2018-19,Crystal Palace,Newcastle United,0,0,D
2018-19,Fulham,Watford,1,1,D
2018-19,Leicester,Huddersfield,3,1,H
2018-19,Liverpool,Southampton,3,0,H
2018-19,Manchester United,Wolverhampton Wanderers,1,1,D
2018-19,Arsenal,Everton,2,0,H
2018-19,West Ham,Chelsea,0,0,D
2018-19,Arsenal,Watford,2,0,H
2018-19,Chelsea,Liverpool,1,1,D
2018-19,Everton,Fulham,3,0,H
2018-19,Huddersfield,Tottenham,0,2,A
2018-19,Manchester City,Brighton,2,0,H
2018-19,Newcastle United,Leicester,0,2,A
2018-19,West Ham,Manchester United,3,1,H
2018-19,Wolverhampton Wanderers,Southampton,2,0,H
2018-19,Cardiff,Burnley,1,2,A
2018-19,Bournemouth,Crystal Palace,2,1,H
2018-19,Brighton,West Ham,1,0,H
2018-19,Burnley,Huddersfield,1,1,D
2018-19,Crystal Palace,Wolverhampton Wanderers,0,1,A
2018-19,Leicester,Everton,1,2,A
2018-19,Manchester United,Newcastle United,3,2,H
2018-19,Tottenham,Cardiff,1,0,H
2018-19,Watford,Bournemouth,0,4,A
2018-19,Fulham,Arsenal,1,5,A
2018-19,Liverpool,Manchester City,0,0,D
2018-19,Southampton,Chelsea,0,3,A
2018-19,Bournemouth,Southampton,0,0,D
2018-19,Cardiff,Fulham,4,2,H
2018-19,Chelsea,Manchester United,2,2,D
2018-19,Huddersfield,Liverpool,0,1,A
2018-19,Manchester City,Burnley,5,0,H
2018-19,Newcastle United,Brighton,0,1,A
2018-19,West Ham,Tottenham,0,1,A
2018-19,Wolverhampton Wanderers,Watford,0,2,A
2018-19,Everton,Crystal Palace,2,0,H
2018-19,Arsenal,Leicester,3,1,H
2018-19,Brighton,Wolverhampton Wanderers,1,0,H
2018-19,Fulham,Bournemouth,0,3,A
2018-19,Leicester,West Ham,1,1,D
2018-19,Liverpool,Cardiff,4,1,H
2018-19,Southampton,Newcastle United,0,0,D
2018-19,Watford,Huddersfield,3,0,H
2018-19,Burnley,Chelsea,0,4,A
2018-19,Crystal Palace,Arsenal,2,2,D
2018-19,Manchester United,Everton,2,1,H
2018-19,Tottenham,Manchester City,0,1,A
2018-19,Arsenal,Liverpool,1,1,D
2018-19,Bournemouth,Manchester United,1,2,A
2018-19,Cardiff,Leicester,0,1,A
2018-19,Everton,Brighton,3,1,H
2018-19,Newcastle United,Watford,1,0,H
2018-19,West Ham,Burnley,4,2,H
2018-19,Wolverhampton Wanderers,Tottenham,2,3,A
2018-19,Chelsea,Crystal Palace,3,1,H
2018-19,Manchester City,Southampton,6,1,H
2018-19,Huddersfield,Fulham,1,0,H
2018-19,Cardiff,Brighton,2,1,H
2018-19,Crystal Palace,Tottenham,0,1,A
2018-19,Huddersfield,West Ham,1,1,D
2018-19,Leicester,Burnley,0,0,D
2018-19,Newcastle United,Bournemouth,2,1,H
2018-19,Southampton,Watford,1,1,D
2018-19,Arsenal,Wolverhampton Wanderers,1,1,D
2018-19,Chelsea,Everton,0,0,D
2018-19,Liverpool,Fulham,2,0,H
2018-19,Manchester City,Manchester United,3,1,H
2018-19,Brighton,Leicester,1,1,D
2018-19,Everton,Cardiff,1,0,H
2018-19,Fulham,Southampton,3,2,H
2018-19,Manchester United,Crystal Palace,0,0,D
2018-19,Tottenham,Chelsea,3,1,H
2018-19,Watford,Liverpool,0,3,A
2018-19,West Ham,Manchester City,0,4,A
2018-19,Bournemouth,Arsenal,1,2,A
2018-19,Wolverhampton Wanderers,Huddersfield,0,2,A
2018-19,Burnley,Newcastle United,1,2,A
2018-19,Cardiff,Wolverhampton Wanderers,2,1,H
2018-19,Crystal Palace,Burnley,2,0,H
2018-19,Huddersfield,Brighton,1,2,A
2018-19,Leicester,Watford,2,0,H
2018-19,Manchester City,Bournemouth,3,1,H
2018-19,Newcastle United,West Ham,0,3,A
2018-19,Southampton,Manchester United,2,2,D
2018-19,Arsenal,Tottenham,4,2,H
2018-19,Chelsea,Fulham,2,0,H
2018-19,Liverpool,Everton,1,0,H
2018-19,Bournemouth,Huddersfield,2,1,H
2018-19,Brighton,Crystal Palace,3,1,H
2018-19,Watford,Manchester City,1,2,A
2018-19,West Ham,Cardiff,3,1,H
2018-19,Burnley,Liverpool,1,3,A
2018-19,Everton,Newcastle United,1,1,D
2018-19,Fulham,Leicester,1,1,D
2018-19,Manchester United,Arsenal,2,2,D
2018-19,Tottenham,Southampton,3,1,H
2018-19,Wolverhampton Wanderers,Chelsea,2,1,H
2018-19,Arsenal,Huddersfield,1,0,H
2018-19,Bournemouth,Liverpool,0,4,A
2018-19,Burnley,Brighton,1,0,H
2018-19,Cardiff,Southampton,1,0,H
2018-19,Chelsea,Manchester City,2,0,H
2018-19,Leicester,Tottenham,0,2,A
2018-19,Manchester United,Fulham,4,1,H
2018-19,West Ham,Crystal Palace,3,2,H
2018-19,Newcastle United,Wolverhampton Wanderers,1,2,A
2018-19,Everton,Watford,2,2,D
2018-19,Crystal Palace,Leicester,1,0,H
2018-19,Fulham,West Ham,0,2,A
2018-19,Huddersfield,Newcastle United,0,1,A
2018-19,Manchester City,Everton,3,1,H
2018-19,Tottenham,Burnley,1,0,H
2018-19,Watford,Cardiff,3,2,H
2018-19,Wolverhampton Wanderers,Bournemouth,2,0,H
2018-19,Brighton,Chelsea,1,2,A
2018-19,Liverpool,Manchester United,3,1,H
2018-19,Southampton,Arsenal,3,2,H
2018-19,Wolverhampton Wanderers,Liverpool,0,2,A
2018-19,Arsenal,Burnley,3,1,H
2018-19,Bournemouth,Brighton,2,0,H
2018-19,Cardiff,Manchester United,1,5,A
2018-19,Chelsea,Leicester,0,1,A
2018-19,Huddersfield,Southampton,1,3,A
2018-19,Manchester City,Crystal Palace,2,3,A
2018-19,Newcastle United,Fulham,0,0,D
2018-19,West Ham,Watford,0,2,A
2018-19,Everton,Tottenham,2,6,A
2018-19,Brighton,Arsenal,1,1,D
2018-19,Burnley,Everton,1,5,A
2018-19,Crystal Palace,Cardiff,0,0,D
2018-19,Fulham,Wolverhampton Wanderers,1,1,D
2018-19,Leicester,Manchester City,2,1,H
2018-19,Liverpool,Newcastle United,4,0,H
2018-19,Manchester United,Huddersfield,3,1,H
2018-19,Tottenham,Bournemouth,5,0,H
2018-19,Watford,Chelsea,1,2,A
2018-19,Southampton,West Ham,1,2,A
2018-19,Brighton,Everton,1,0,H
2018-19,Fulham,Huddersfield,1,0,H
2018-19,Leicester,Cardiff,0,1,A
2018-19,Liverpool,Arsenal,5,1,H
2018-19,Tottenham,Wolverhampton Wanderers,1,3,A
2018-19,Watford,Newcastle United,1,1,D
2018-19,Burnley,West Ham,2,0,H
2018-19,Crystal Palace,Chelsea,0,1,A
2018-19,Manchester United,Bournemouth,4,1,H
2018-19,Southampton,Manchester City,1,3,A
2018-19,Arsenal,Fulham,4,1,H
2018-19,Cardiff,Tottenham,0,3,A
2018-19,Everton,Leicester,0,1,A
2018-19,Bournemouth,Watford,3,3,D
2018-19,Chelsea,Southampton,0,0,D
2018-19,Huddersfield,Burnley,1,2,A
2018-19,Newcastle United,Manchester United,0,2,A
2018-19,West Ham,Brighton,2,2,D
2018-19,Wolverhampton Wanderers,Crystal Palace,0,2,A
2018-19,Manchester City,Liverpool,2,1,H
2018-19,Brighton,Liverpool,0,1,A
2018-19,Burnley,Fulham,2,1,H
2018-19,Cardiff,Huddersfield,0,0,D
2018-19,Chelsea,Newcastle United,2,1,H
2018-19,Crystal Palace,Watford,1,2,A
2018-19,Leicester,Southampton,1,2,A
2018-19,West Ham,Arsenal,1,0,H
2018-19,Everton,Bournemouth,2,0,H
2018-19,Tottenham,Manchester United,0,1,A
2018-19,Manchester City,Wolverhampton Wanderers,3,0,H
2018-19,Arsenal,Chelsea,2,0,H
2018-19,Bournemouth,West Ham,2,0,H
2018-19,Liverpool,Crystal Palace,4,3,H
2018-19,Manchester United,Brighton,2,1,H
2018-19,Newcastle United,Cardiff,3,0,H
2018-19,Southampton,Everton,2,1,H
2018-19,Watford,Burnley,0,0,D
2018-19,Wolverhampton Wanderers,Leicester,4,3,H
2018-19,Fulham,Tottenham,1,2,A
2018-19,Huddersfield,Manchester City,0,3,A
2018-19,Arsenal,Cardiff,2,1,H
2018-19,Fulham,Brighton,4,2,H
2018-19,Huddersfield,Everton,0,1,A
2018-19,Manchester United,Burnley,2,2,D
2018-19,Newcastle United,Manchester City,2,1,H
2018-19,Wolverhampton Wanderers,West Ham,3,0,H
2018-19,Bournemouth,Chelsea,4,0,H
2018-19,Liverpool,Leicester,1,1,D
2018-19,Southampton,Crystal Palace,1,1,D
2018-19,Tottenham,Watford,2,1,H
2018-19,Brighton,Watford,0,0,D
2018-19,Burnley,Southampton,1,1,D
2018-19,Cardiff,Bournemouth,2,0,H
2018-19,Chelsea,Huddersfield,5,0,H
2018-19,Crystal Palace,Fulham,2,0,H
2018-19,Everton,Wolverhampton Wanderers,1,3,A
2018-19,Tottenham,Newcastle United,1,0,H
2018-19,Leicester,Manchester United,0,1,A
2018-19,Manchester City,Arsenal,3,1,H
2018-19,West Ham,Liverpool,1,1,D
2018-19,Everton,Manchester City,0,2,A
2018-19,Brighton,Burnley,1,3,A
2018-19,Crystal Palace,West Ham,1,1,D
2018-19,Fulham,Manchester United,0,3,A
2018-19,Huddersfield,Arsenal,1,2,A
2018-19,Liverpool,Bournemouth,3,0,H
2018-19,Southampton,Cardiff,1,2,A
2018-19,Watford,Everton,1,0,H
2018-19,Manchester City,Chelsea,6,0,H
2018-19,Tottenham,Leicester,3,1,H
2018-19,Wolverhampton Wanderers,Newcastle United,1,1,D
2018-19,Cardiff,Watford,1,5,A
2018-19,West Ham,Fulham,3,1,H
2018-19,Bournemouth,Wolverhampton Wanderers,1,1,D
2018-19,Burnley,Tottenham,2,1,H
2018-19,Leicester,Crystal Palace,1,4,A
2018-19,Newcastle United,Huddersfield,2,0,H
2018-19,Arsenal,Southampton,2,0,H
2018-19,Manchester United,Liverpool,0,0,D
2018-19,Cardiff,Everton,0,3,A
2018-19,Huddersfield,Wolverhampton Wanderers,1,0,H
2018-19,Leicester,Brighton,2,1,H
2018-19,Newcastle United,Burnley,2,0,H
2018-19,Arsenal,Bournemouth,5,1,H
2018-19,Chelsea,Tottenham,2,0,H
2018-19,Crystal Palace,Manchester United,1,3,A
2018-19,Liverpool,Watford,5,0,H
2018-19,Manchester City,West Ham,1,0,H
2018-19,Southampton,Fulham,2,0,H
2018-19,Bournemouth,Manchester City,0,1,A
2018-19,Brighton,Huddersfield,1,0,H
2018-19,Burnley,Crystal Palace,1,3,A
2018-19,Manchester United,Southampton,3,2,H
2018-19,Tottenham,Arsenal,1,1,D
2018-19,West Ham,Newcastle United,2,0,H
2018-19,Wolverhampton Wanderers,Cardiff,2,0,H
2018-19,Everton,Liverpool,0,0,D
2018-19,Fulham,Chelsea,1,2,A
2018-19,Watford,Leicester,2,1,H
2018-19,Cardiff,West Ham,2,0,H
2018-19,Crystal Palace,Brighton,1,2,A
2018-19,Huddersfield,Bournemouth,0,2,A
2018-19,Leicester,Fulham,3,1,H
2018-19,Manchester City,Watford,3,1,H
2018-19,Newcastle United,Everton,3,2,H
2018-19,Southampton,Tottenham,2,1,H
2018-19,Arsenal,Manchester United,2,0,H
2018-19,Chelsea,Wolverhampton Wanderers,1,1,D
2018-19,Liverpool,Burnley,4,2,H
2018-19,Bournemouth,Newcastle United,2,2,D
2018-19,Burnley,Leicester,1,2,A
2018-19,West Ham,Huddersfield,4,3,H
2018-19,Everton,Chelsea,2,0,H
2018-19,Fulham,Liverpool,1,2,A
2018-19,Brighton,Southampton,0,1,A
2018-19,Burnley,Wolverhampton Wanderers,2,0,H
2018-19,Crystal Palace,Huddersfield,2,0,H
2018-19,Fulham,Manchester City,0,2,A
2018-19,Leicester,Bournemouth,2,0,H
2018-19,Manchester United,Watford,2,1,H
2018-19,West Ham,Everton,0,2,A
2018-19,Cardiff,Chelsea,1,2,A
2018-19,Liverpool,Tottenham,2,1,H
2018-19,Arsenal,Newcastle United,2,0,H
2018-19,Watford,Fulham,4,1,H
2018-19,Wolverhampton Wanderers,Manchester United,2,1,H
2018-19,Chelsea,Brighton,3,0,H
2018-19,Manchester City,Cardiff,2,0,H
2018-19,Tottenham,Crystal Palace,2,0,H
2018-19,Southampton,Liverpool,1,3,A
2018-19,Bournemouth,Burnley,1,3,A
2018-19,Huddersfield,Leicester,1,4,A
2018-19,Newcastle United,Crystal Palace,0,1,A
2018-19,Everton,Arsenal,1,0,H
2018-19,Chelsea,West Ham,2,0,H
2018-19,Leicester,Newcastle United,0,1,A
2018-19,Brighton,Bournemouth,0,5,A
2018-19,Burnley,Cardiff,2,0,H
2018-19,Fulham,Everton,2,0,H
2018-19,Manchester United,West Ham,2,1,H
2018-19,Southampton,Wolverhampton Wanderers,3,1,H
2018-19,Tottenham,Huddersfield,4,0,H
2018-19,Crystal Palace,Manchester City,1,3,A
2018-19,Liverpool,Chelsea,2,0,H
2018-19,Watford,Arsenal,0,1,A
2018-19,Brighton,Cardiff,0,2,A
2018-19,Bournemouth,Fulham,0,1,A
2018-19,Huddersfield,Watford,1,2,A
2018-19,Manchester City,Tottenham,1,0,H
2018-19,Newcastle United,Southampton,3,1,H
2018-19,West Ham,Leicester,2,2,D
2018-19,Wolverhampton Wanderers,Brighton,0,0,D
2018-19,Arsenal,Crystal Palace,2,3,A
2018-19,Cardiff,Liverpool,0,2,A
2018-19,Everton,Manchester United,4,0,H
2018-19,Chelsea,Burnley,2,2,D
2018-19,Tottenham,Brighton,1,0,H
2018-19,Watford,Southampton,1,1,D
2018-19,Manchester United,Manchester City,0,2,A
2018-19,Wolverhampton Wanderers,Arsenal,3,1,H
2018-19,Liverpool,Huddersfield,5,0,H
2018-19,Brighton,Newcastle United,1,1,D
2018-19,Crystal Palace,Everton,0,0,D
2018-19,Fulham,Cardiff,1,0,H
2018-19,Southampton,Bournemouth,3,3,D
2018-19,Tottenham,West Ham,0,1,A
2018-19,Watford,Wolverhampton Wanderers,1,2,A
2018-19,Burnley,Manchester City,0,1,A
2018-19,Leicester,Arsenal,3,0,H
2018-19,Manchester United,Chelsea,1,1,D
2018-19,Everton,Burnley,2,0,H
2018-19,Bournemouth,Tottenham,1,0,H
2018-19,Cardiff,Crystal Palace,2,3,A
2018-19,Newcastle United,Liverpool,2,3,A
2018-19,West Ham,Southampton,3,0,H
2018-19,Wolverhampton Wanderers,Fulham,1,0,H
2018-19,Arsenal,Brighton,1,1,D
2018-19,Chelsea,Watford,3,0,H
2018-19,Huddersfield,Manchester United,1,1,D
2018-19,Manchester City,Leicester,1,0,H
2018-19,Brighton,Manchester City,1,4,A
2018-19,Burnley,Arsenal,1,3,A
2018-19,Crystal Palace,Bournemouth,5,3,H
2018-19,Fulham,Newcastle United,0,4,A
2018-19,Leicester,Chelsea,0,0,D
2018-19,Liverpool,Wolverhampton Wanderers,2,0,H
2018-19,Manchester United,Cardiff,0,2,A
2018-19,Southampton,Huddersfield,1,1,D
2018-19,Tottenham,Everton,2,2,D
2018-19,Watford,West Ham,1,4,A
